video_title,video_description,video_url,youtube_id,num_comments,noun_phrases,noun_phrases(desc),view_count
Guest Series | Dr. Andy Galpin: Optimize Your Training Program for Fitness & Longevity,"In episode 4 of a 6-part series, Andy Galpin, PhD, explains how to design an effective training program for fitness, health and longevity through a 10-step approach. He covers goal setting, exercise selection, balancing, recovery periods and real-world challenges. He provides a year-long training example that considers sleep, sunlight and social connection. The program is modifiable for personal fitness goals and experience.",https://hubermanlab.com/dr-andy-galpin-optimize-your-training-program-for-fitness-and-longevity/,UIy-WQCZd4M,417,"['Optimize', 'Your Training Program', 'Fitness', 'Longevity', 'Training Program']","['episode', 'a 6-part series', 'PhD', 'an effective training program', 'fitness', 'health', 'longevity', 'a 10-step approach', 'He', 'goal setting', 'exercise selection', 'balancing', 'recovery periods', 'real-world challenges', 'He', 'a year-long training example', 'that', 'sleep', 'sunlight', 'social connection', 'The program', 'personal fitness goals', 'experience', 'training program', 'covers goal setting', 'exercise selection', 'recovery periods', 'real-world challenges', 'training example', 'fitness goals']","829,524"
How to Stop Headaches Using Science-Based Approaches,"In this episode, I discuss the causes and treatments of different types of headaches, including tension headaches, migraines, sinus and cluster headaches, as well as menstrual and other hormone-based headaches. I describe how to distinguish between the different headache types and how to select the right treatment, including prescription-based and non-prescription-based treatments, behavioral and nutrition-based approaches. I also explain the evidence and mechanisms supporting the use of omega-3 fatty acids, high dose creatine, peppermint oil, turmeric, acupuncture and more. Additionally, I touch on traumatic brain injury, the causes of photophobia, aura, and the link between spicy foods and thunderclap headaches. By the end of this episode, listeners and viewers will have a comprehensive understanding of headaches, their types and the best way to prevent and stop them.",https://hubermanlab.com/how-to-stop-headaches-using-science-based-approaches/,CGjdgy0cwGk,835,"['Headaches', 'Science-Based Approaches']","['this episode', 'I', 'the causes', 'treatments', 'different types', 'headaches', 'tension headaches', 'migraines', 'sinus and cluster headaches', 'menstrual and other hormone-based headaches', 'I', 'the different headache types', 'the right treatment', 'prescription-based and non-prescription-based treatments', 'behavioral and nutrition-based approaches', 'I', 'the evidence', 'mechanisms', 'the use', 'omega-3 fatty acids', 'high dose creatine', 'peppermint oil', 'turmeric', 'acupuncture', 'I', 'traumatic brain injury', 'the causes', 'photophobia', 'aura', 'the link', 'spicy foods', 'the end', 'this episode', 'listeners', 'viewers', 'a comprehensive understanding', 'headaches', 'their types', 'the best way', 'them', 'including tension headaches', 'headache types', 'dose creatine', 'peppermint oil', 'brain injury', 'spicy foods']","341,119"
Guest Series | Dr. Andy Galpin: How to Build Physical Endurance & Lose Fat,"This is episode 3 of a 6-part special series on fitness, exercise and performance with Andy Galpin, PhD, professor of kinesiology at California State University, Fullerton. He explains protocols to improve the various kinds of physical endurance: muscular endurance, anerobic capacity, maximum aerobic output, and long duration endurance. He also explains how the body uses different energy sources (carbohydrates, proteins, fats) during rest and exercise. He also explains the mechanisms underlying fat loss and how and why exercise accelerates rates of fat loss. We cover the many concepts related to endurance training and fat loss such as metabolic flexibility, breathwork training for exercise performance and recovery, lactate production and regulation, how to improve blood flow to muscles, anaerobic vs. aerobic metabolism, exercise fatigue, low-carbohydrate diets and fat loss, and how to combine different types of workouts to improve overall endurance. This episode in intended for everyone ranging from novice and recreational exercisers to elite endurance athletes. Anyone wishing to improve their physical health and performance stands to benefit from the information.",https://hubermanlab.com/dr-andy-galpin-how-to-build-physical-endurance-and-lose-fat/,oNkDA2F7CjM,1004,"['Physical Endurance', 'Build Physical Endurance']","['This', 'episode', 'a 6-part special series', 'fitness', 'exercise', 'performance', 'PhD', 'professor', 'kinesiology', 'California State University', 'He', 'protocols', 'the various kinds', 'physical endurance', 'muscular endurance', 'maximum aerobic output', 'long duration endurance', 'He', 'the body', 'different energy sources', 'carbohydrates', 'proteins', 'fats', 'rest', 'exercise', 'He', 'the mechanisms', 'fat loss', 'exercise', 'rates', 'fat loss', 'We', 'the many concepts', 'endurance training', 'fat loss', 'metabolic flexibility', 'breathwork training', 'exercise performance', 'recovery', 'lactate production', 'regulation', 'blood flow', 'muscles', 'aerobic metabolism', 'different types', 'workouts', 'overall endurance', 'This episode', 'everyone', 'novice and recreational exercisers', 'elite endurance athletes', 'Anyone', 'their physical health', 'performance', 'the information', 'California State University', 'explains protocols', 'duration endurance', 'energy sources', 'exercise accelerates rates', 'endurance training', 'breathwork training', 'exercise performance', 'improve blood flow', 'exercise fatigue', 'elite endurance athletes', 'performance stands']","2,789,125"
Dr. Sara Gottfried: How to Optimize Female Hormone Health for Vitality & Longevity,"My guest is Sara Gottfried, M.D., a Harvard-trained, board-certified gynecologist and clinical assistant professor of integrative medicine & nutritional sciences at Thomas Jefferson University. Dr. Gottfried specializes in hormone health, vitality and longevity using precision/personalized approaches. We discuss female hormone health, puberty, perimenopause, and menopause, hormone testing, the microbiome, stress related hormone challenges, their causes, and various treatments. We also discuss fertility, birth control and tools for improving microbiome health, treating PCOS, insulin management, and the best nutrition, supplementation, and exercise programs for women. While the episode focuses mainly on female hormones, males will also  benefit from our discussion because it includes  actionable tools suggested for managing stress, bolstering the gut microbiome, and immunity—all of which stand to improve overall health, vitality and longevity in males and females.",https://hubermanlab.com/dr-sara-gottfried-how-to-optimize-female-hormone-health-for-vitality-and-longevity/,GVRDGQhoEYQ,1145,"['Female Hormone Health', 'Vitality', 'Longevity', 'Optimize Female Hormone Health']","['My guest', 'M.D.', 'a Harvard-trained, board-certified\xa0gynecologist', 'assistant professor', 'integrative medicine', 'nutritional sciences', 'hormone health', 'vitality', 'longevity', 'precision/personalized approaches', 'We', 'female hormone health', 'puberty', 'perimenopause', 'menopause', 'hormone testing', 'the microbiome, stress related hormone challenges', 'their causes', 'various treatments', 'We', 'fertility', 'birth control', 'tools', 'microbiome health', 'PCOS', 'insulin management', 'the best nutrition', 'supplementation', 'programs', 'women', 'the episode', 'female hormones', 'males', 'our discussion', 'it', 'actionable tools', 'stress', 'the gut microbiome', 'all', 'which', 'overall health', 'vitality', 'longevity', 'males', 'females', 'assistant professor', 'hormone health', 'hormone health hormone testing', 'stress related hormone challenges', 'discuss fertility', 'birth control', 'treating PCOS', 'insulin management', 'exercise programs', 'managing stress', 'gut microbiome']","1,491,370"
Guest Series | Dr. Andy Galpin: Optimal Protocols to Build Strength & Grow Muscles,"In this episode 2 of a 6-part special series, Dr Andy Galpin, PhD, professor of kinesiology at California State University, Fullerton and world expert on exercise science, explains optimal protocols for increasing strength and causing hypertrophy (muscle growth), as well as for increasing speed and power. He explains the training principles and underlying mechanisms for reaching these goals. Our conversation covers a breadth of training topics, including selecting the number of repetitions, sets, inter-set and inter-workout rest periods, warm-ups, exercise cadence, breathing, stretching, recovery, training frequency, overcoming plateaus, nutrition, and he gives specific examples of exercises for power, strength, and hypertrophy.",https://hubermanlab.com/dr-andy-galpin-optimal-protocols-to-build-strength-and-grow-muscles/,CyDLbrZK75U,898,"['Guest Series |', 'Strength', 'Build Strength']","['this episode', 'a 6-part special series', 'PhD', 'professor', 'kinesiology', 'California State University', 'world expert', 'exercise science', 'optimal protocols', 'strength', 'hypertrophy', 'muscle growth', 'speed', 'power', 'He', 'the training principles', 'underlying mechanisms', 'these goals', 'Our conversation', 'a breadth', 'training topics', 'the number', 'repetitions', 'sets', 'set and inter-workout rest periods', 'warm-ups', 'exercise cadence', 'breathing', 'stretching', 'recovery', 'training frequency', 'plateaus', 'nutrition', 'he', 'specific examples', 'exercises', 'power', 'strength', 'hypertrophy', 'California State University', 'world expert', 'exercise science', 'increasing strength', 'causing hypertrophy', 'muscle growth', 'increasing speed', 'training principles', 'underlying mechanisms', 'training topics', 'rest periods', 'exercise cadence', 'training frequency', 'overcoming plateaus']","1,018,491"
How to Optimize Fertility in Males & Females,"In this episode, I discuss the mechanisms by which human eggs and sperm are generated, the ovulatory/menstrual cycle, the conception process and overall fertility in males and females. I also explain how, regardless of whether you seek to conceive children, optimizing egg and sperm health is directly related to vitality and longevity. I cover the nutrition-based, behavioral, supplement-based and prescription approaches to optimizing egg and sperm health, the ovulatory/menstrual cycle and fertility. In addition, I explain lifestyle choices that greatly assist or harm fertility—several of which are very surprising. I provide science-based protocols for those trying to conceive children. The tools and principles I discuss can also improve overall vitality and longevity in all people, regardless of age.",https://hubermanlab.com/how-to-optimize-fertility-in-males-and-females/,O1YRwWmue4Y,504,"['Fertility', 'Males', 'Females', 'Optimize Fertility']","['this episode', 'I', 'the mechanisms', 'which', 'human eggs', 'sperm', 'the ovulatory/menstrual cycle', 'the conception process', 'overall fertility', 'males', 'females', 'I', 'you', 'children', 'egg', 'sperm health', 'vitality', 'longevity', 'I', 'the nutrition-based, behavioral, supplement-based and prescription approaches', 'egg', 'sperm health', 'the ovulatory/menstrual cycle', 'fertility', 'addition', 'I', 'lifestyle choices', 'that', 'fertility', 'which', 'I', 'science-based protocols', 'those', 'children', 'The tools', 'principles', 'I', 'overall vitality', 'longevity', 'all people', 'age', 'conception process', 'conceive children', 'optimizing egg', 'prescription approaches', 'optimizing egg conceive children']","241,476"
Guest Series | Dr. Andy Galpin: How to Assess & Improve All Aspects of Your Fitness,"In this episode 1 of a 6-part special series, Andy Galpin, PhD, professor of kinesiology at California State University, Fullerton and world expert on exercise science, explains the 9 different types of exercise adaptations that can be used to transform the functional capacities and aesthetics of our body, and benefits each adaptation has for our health. He explains the best evidence-based protocols to optimize your progress in building strength, endurance, muscle growth, flexibility and for optimal recovery, and he provides zero-cost and low-cost tests to assess all aspects of your physical fitness. This episode provides a foundation and tools for establishing a comprehensive assessment of your current fitness level, allowing you to select the ideal fitness programs to implement toward your goals. Subsequent episodes 2-6 in this special series explain goal-directed protocols to reach those goals.",https://hubermanlab.com/dr-andy-galpin-how-to-assess-improve-all-aspects-of-your-fitness/,zEYE-vcVKy8,723,"['Assess', 'All Aspects', 'Your Fitness', 'Improve All Aspects']","['this episode', 'a 6-part special series', 'PhD', 'professor', 'kinesiology', 'California State University', 'world expert', 'exercise science', 'the 9 different types', 'exercise adaptations', 'that', 'the functional capacities', 'aesthetics', 'our body', 'each adaptation', 'our health', 'He', 'the best evidence-based protocols', 'your progress', 'building strength', 'endurance', 'muscle growth', 'flexibility', 'optimal recovery', 'he', 'zero-cost and low-cost tests', 'all aspects', 'your physical fitness', 'This episode', 'a foundation', 'tools', 'a comprehensive assessment', 'your current fitness level', 'you', 'the ideal fitness programs', 'your goals', 'Subsequent episodes', 'this special series', 'goal-directed protocols', 'those goals', 'California State University', 'world expert', 'exercise science', 'exercise adaptations', 'building strength', 'muscle growth', 'provides zero-cost', 'low-cost tests', 'fitness level', 'ideal fitness programs']","825,584"
Rick Rubin: How to Access Your Creativity,"My guest is Rick Rubin, one of the most renowned music producers of all time, known for his work with a wide range of artists, including Run DMC, Public Enemy, Beastie Boys, Red Hot Chili Peppers, JayZ, Adele, Johnny Cash, LL Cool J, Slayer, Neil Young, Ye (formerly Kayne West), Tom Petty, and many more. He is also the author of a new book, “The Creative Act: A Way of Being,” which explores the creative process and how to access creativity. We discuss topics such as finding inspiration, the role of feelings as guideposts, learning from observing nature, balancing self-doubt and anxiety, and adopting new perspectives to channel the creative process. Rick also shares his thoughts on using deadlines, eliminating distractions, and how our experiences and emotions influence the creative process. Additionally, we discuss his love for professional wrestling. Our conversation can be applied to any activity or profession to access creativity.",https://hubermanlab.com/rick-rubin-how-to-access-your-creativity/,ycOBZZeVeAc,1067,['Your Creativity'],"['My guest', 'the most renowned music producers', 'all time', 'his work', 'a wide range', 'artists', 'Run DMC', 'Public Enemy', 'Beastie Boys', 'Red Hot Chili Peppers', 'LL Cool J', 'Slayer', 'Ye', 'formerly Kayne West', 'He', 'the author', 'a new book', 'The Creative Act', 'A Way', 'Being', 'which', 'the creative process', 'creativity', 'We', 'topics', 'inspiration', 'the role', 'feelings', 'guideposts', 'nature', 'self-doubt', 'anxiety', 'new perspectives', 'the creative process', 'his thoughts', 'deadlines', 'distractions', 'our experiences', 'emotions', 'the creative process', 'we', 'his love', 'professional wrestling', 'Our conversation', 'any activity', 'profession', 'access creativity', 'music producers', 'including Run DMC', 'Public Enemy', 'Beastie Boys', 'Red Hot Chili Peppers', 'LL Cool J', 'Creative Act', 'access creativity', 'discuss topics', 'finding inspiration', 'observing nature', 'balancing self-doubt', 'using deadlines', 'eliminating distractions']","2,778,093"
Developing a Rational Approach to Supplementation for Health & Performance,"In this episode, I explain how to design a supplementation protocol to support maximum mental and physical health and performance depending on your specific needs, nutrition, lifestyle and finances. When most people hear about “supplements,” they think they are vitamin supplements, but there are many compounds that are powerful and sold over-the-counter that can enhance our health in performance and that can’t be obtained from foods. First, I discuss “foundational” supplements to support overall health, including water and fat-soluble vitamins, minerals, digestive enzymes, adaptogens, and prebiotics/probiotics. Then I explain how to use single-ingredient supplements to enhance specific aspects of your physiology, such as aiding sleep, cognitive enhancement, and focus supporting healthy hormone levels (e.g., testosterone, estrogen and growth hormone, thyroid). Finally, I explain when it makes sense to add supplements to your lifestyle and discuss how best to use supplements, including how to determine dosage, sourcing, continuous schedules and cycling, and how to layer different supplements most effectively. This episode will explain how to design the safest, most biologically effective, cost-effective supplementation protocol to meet your particular goals and support your overall health, including vitality and longevity.",https://hubermanlab.com/developing-a-rational-approach-to-supplementation-for-health-and-performance/,tLS6t3FVOTI,833,"['a Rational Approach', 'Supplementation', 'Health', 'Performance']","['this episode', 'I', 'a supplementation protocol', 'maximum mental and physical health', 'performance', 'your specific needs', 'nutrition', 'lifestyle', 'finances', 'most people', 'supplements', 'they', 'they', 'vitamin supplements', 'many compounds', 'that', 'the-counter', 'that', 'our health', 'performance', 'that', 'foods', 'I', '“foundational” supplements', 'overall health', 'water and fat-soluble vitamins', 'minerals', 'digestive enzymes', 'adaptogens', 'prebiotics/probiotics', 'I', 'single-ingredient supplements', 'specific aspects', 'your physiology', 'sleep', 'cognitive enhancement', 'healthy hormone levels', 'thyroid', 'I', 'it', 'sense', 'supplements', 'your lifestyle', 'supplements', 'dosage', 'continuous schedules', 'cycling', 'different supplements', 'This episode', 'the safest, most biologically effective, cost-effective supplementation protocol', 'your particular goals', 'your overall health', 'vitality', 'longevity', 'supplementation protocol', '” supplements', 'including water', 'aiding sleep', 'hormone levels', 'growth hormone', 'makes sense', 'add supplements', 'use supplements', 'determine dosage', 'supplementation protocol including vitality']","848,937"
"Dr. Sam Harris: Using Meditation to Focus, View Consciousness & Expand Your Mind","My guest is Sam Harris, Ph.D. Sam earned his bachelor’s degree in philosophy from Stanford University and his doctorate (Ph.D.) in neuroscience from the University of California, Los Angeles (UCLA). He is the author of multiple best-selling books and is a world-renowned public-facing intellectual on meditation, consciousness, free will, psychedelics and neuroscience. He is also the creator of Waking Up and the host of the Making Sense podcast. In this episode, we discuss meditation as a route to understanding “the self” and experiencing consciousness, not just changing one’s conscious state. Sam describes several meditation techniques and their benefits, including how meditation fundamentally changes our worldview and how it can be merged seamlessly into daily life. It can help us overcome universal challenges such as distractibility and persistent, internal dialogue (“chatter”) to allow for deep contentment and pervasive shifts in our awareness, all while acknowledging the more immediate stress-lowering and memory-improving effects of meditation. We also discuss the therapeutic use of psychedelics and the mechanistic similarities between the benefits of a psychedelic journey and long-term meditation practices. And we discuss the rationale behind Sam’s recent decision to close his social media (Twitter) account. This episode should interest anyone wanting to learn more about the higher order functions of the brain, the brain-body connection, consciousness and, of course, meditation and why and how to meditate for maximum benefit.",https://hubermanlab.com/dr-sam-harris-using-meditation-to-focus-view-consciousness-and-expand-your-mind/,-wIt_WsJGfw,1112,"['Meditation', 'Focus', 'View Consciousness', 'Expand', 'Your Mind', 'Using Meditation', 'View Consciousness']","['My guest', 'his bachelor’s degree', 'philosophy', 'Stanford University', 'his doctorate', '(Ph.D.', 'neuroscience', 'the University', 'California', 'Los Angeles', 'UCLA', 'He', 'the author', 'multiple best-selling books', 'a world-renowned public-facing intellectual', 'meditation', 'consciousness', 'free will', 'psychedelics', 'neuroscience', 'He', 'the creator', 'Waking', 'the host', 'the Making Sense podcast', 'this episode', 'we', 'meditation', 'a route', 'the self', 'consciousness', 'one’s conscious state', 'several meditation techniques', 'their benefits', 'meditation', 'it', 'daily life', 'It', 'us', 'universal challenges', 'distractibility', 'persistent, internal dialogue', '(“chatter', 'deep contentment', 'pervasive shifts', 'our awareness', 'the more immediate stress-lowering and memory-improving effects', 'meditation', 'We', 'the therapeutic use', 'psychedelics', 'the mechanistic similarities', 'the benefits', 'a psychedelic journey', 'long-term meditation practices', 'we', 'the rationale', 'his social media (Twitter) account', 'This episode', 'anyone', 'the higher order functions', 'the brain', 'the brain-body connection', 'consciousness', 'course', 'meditation', 'maximum benefit', 'bachelor ’ s degree', 'Stanford University', 'Los Angeles', 'Waking Up', 'Making Sense podcast', 'discuss meditation', 'self ”', 'experiencing consciousness', 'meditation techniques', 'chatter ”', 'meditation practices', 'interest anyone', 'order functions', 'brain-body connection']","1,066,393"
"Jocko Willink: How to Become Resilient, Forge Your Identity & Lead Others","My guest is Jocko Willink, a retired Navy SEAL officer and author of multiple books on effective leadership and teamwork, self-discipline and mindset, and host of the Jocko Podcast. We discuss how people can build and sculpt their identity and psychology through specific mindsets and actions and how to adapt the self to novel and challenging situations, using specific daily routines. We consider how “energy” actually stems from physical action and describe practical tools and scientific mechanisms for leveraging exercise, cold exposure, nutrition, fasting, hydration, sunlight, mindset and music to make us feel more energized and what that, in turn, does for our life. Jocko explains how discipline and specific daily routines allow for productivity and creativity. And we discuss the qualities of successful leaders, including how to build confidence and real bonds when working with a team or family/friends. Jocko describes a particularly powerful tool of using perspective shifts to allow for ‘detachment’- as a unique way to identify novel solutions to problems. We also discuss the power of early developmental narratives and how experiences of friendship, love, connection and loss can serve as pillars for making us better human beings in all aspects of life. Our conversation covers a wide range of topics, including mental health, physical health and performance, and provides actionable tools that anyone, regardless of age or profession, can apply to live a more effective and meaningful life.",https://hubermanlab.com/jocko-willink-how-to-become-resilient-forge-your-identity-and-lead-others/,__RAXBLt1iM,1022,"[', Forge Your Identity & Lead Others', 'Become Resilient', 'Forge Your Identity']","['My guest', 'a retired Navy SEAL officer', 'author', 'multiple books', 'effective leadership', 'teamwork', 'self-discipline', 'mindset', 'host', 'the Jocko Podcast', 'We', 'people', 'their identity', 'psychology', 'specific mindsets', 'actions', 'the self', 'novel and challenging situations', 'specific daily routines', 'We', '“energy', 'physical action', 'practical tools', 'scientific mechanisms', 'exercise', 'cold exposure', 'nutrition', 'fasting', 'hydration', 'sunlight', 'mindset', 'music', 'us', 'what', 'turn', 'our life', 'Jocko', 'discipline and specific daily routines', 'productivity', 'creativity', 'we', 'the qualities', 'successful leaders', 'confidence', 'real bonds', 'a team', 'family/friends', 'Jocko', 'a particularly powerful tool', 'perspective shifts', 'a unique way', 'novel solutions', 'problems', 'We', 'the power', 'early developmental narratives', 'experiences', 'friendship', 'love', 'connection', 'loss', 'pillars', 'us', 'all aspects', 'life', 'Our conversation', 'a wide range', 'topics', 'mental health', 'physical health', 'performance', 'actionable tools', 'anyone', 'age', 'profession', 'a more effective and meaningful life', 'Navy SEAL officer', 'challenging situations', '“ energy ”', 'leveraging exercise', 'build confidence']","1,361,007"
The Science of Creativity & How to Enhance Creative Innovation,"In this episode, I explain how the brain engages in creative thinking and, based on that mechanistic understanding, the tools to improve one’s ability to think creatively and innovate in any area. I discuss how convergent and divergent thinking are essential for generating creative ideas and provide three types of meditation tools (open monitoring meditation, focused attention meditation & non-sleep deep rest; NSDR), which improve our ability to engage in these creative thinking patterns in specific and powerful ways. I also discuss how dopamine and mood contribute to the creative process and describe behavioral, nutritional and supplementation-based approaches for increasing dopamine to engage in creative thought and implementation. I explain how movement and storytelling (narrative) approaches can generate novel creative ideas and how substances like alcohol, cannabis, and psilocybin impact our creative ability. Excitingly, creativity is a skill that can be cultivated and enhanced; this episode outlines many tools to help anyone access creativity and apply creative patterns of thought to different domains of life.",https://hubermanlab.com/the-science-of-creativity-and-how-to-enhance-creative-innovation/,KPlJcD-o-4Q,503,"['The Science', 'Creativity', 'Creative Innovation']","['this episode', 'I', 'the brain', 'creative thinking', 'that mechanistic understanding', 'one’s ability', 'any area', 'I', 'convergent', 'divergent thinking', 'creative ideas', 'three types', 'meditation tools', 'open monitoring meditation', 'attention meditation & non-sleep deep rest', 'which', 'our ability', 'these creative thinking patterns', 'specific and powerful ways', 'I', 'dopamine', 'mood', 'the creative process', 'behavioral, nutritional and supplementation-based approaches', 'dopamine', 'creative thought', 'implementation', 'I', '(narrative', 'novel creative ideas', 'substances', 'alcohol', 'cannabis', 'our creative ability', 'creativity', 'a skill', 'that', 'this episode', 'many tools', 'anyone', 'creativity', 'creative patterns', 'thought', 'different domains', 'life', '’ s ability', 'divergent thinking', 'meditation tools', 'monitoring meditation', 'focused attention meditation', 'thinking patterns', 'mood contribute', 'increasing dopamine', 'help anyone access creativity']","294,067"
Dr. Kyle Gillett: Tools for Hormone Optimization in Males,"My guest is Kyle Gillett, MD, a dual board-certified physician in family medicine and obesity medicine and an expert in optimizing hormone levels to improve overall health. We discuss how to optimize male hormones using a range of nutritional and behavioral tools, exercise, and supplementation (including discussions on tongkat ali, fadogia agrestis, creatine, peptides and more). We explain how puberty and aging affect hormone levels, how to use bloodwork to monitor hormone levels, how hormone health impacts fertility, libido, hair loss, and prostate health, and describe behaviors that negatively impact testosterone levels. We also discuss how to safely and rationally approach prescription hormone therapies, including which biomarkers to monitor when using these approaches and how to optimize synergistic hormones (e.g., growth hormone and thyroid hormone) to support complete hormone health. Dr. Gillett offers numerous actionable tools that can be tailored to specific goals and age ranges to attain and maintain optimal levels of male hormones for overall health, well-being and longevity.",https://hubermanlab.com/dr-kyle-gillett-tools-for-hormone-optimization-in-males/,O640yAgq5f8,853,"['Tools', 'Hormone Optimization', 'Males', 'Hormone Optimization']","['My guest', 'MD', 'a dual board-certified physician', 'family medicine', 'obesity medicine', 'an expert', 'hormone levels', 'overall health', 'We', 'male hormones', 'a range', 'nutritional and behavioral tools', 'exercise', 'supplementation', 'discussions', 'fadogia agrestis', 'creatine', 'peptides', 'We', 'how puberty', 'aging', 'hormone levels', 'bloodwork', 'hormone levels', 'libido', 'hair loss', 'prostate health', 'behaviors', 'that', 'testosterone levels', 'We', 'prescription hormone therapies', 'these approaches', 'synergistic hormones', 'complete hormone health', 'numerous actionable tools', 'that', 'specific goals', 'age', 'optimal levels', 'male hormones', 'overall health', 'well-being', 'longevity', 'family medicine', 'obesity medicine', 'optimizing hormone levels', 'optimize male hormones', 'including discussions', 'hormone levels', 'use bloodwork', 'monitor hormone levels', 'health impacts fertility', 'hair loss', 'prostate health', 'impact testosterone levels', 'prescription hormone therapies', 'growth hormone', 'hormone health', 'male hormones']","806,360"
Using Caffeine to Optimize Mental & Physical Performance,"In this episode, I explain how to use caffeine to enhance mental and physical health and performance, including the optimal dosages and intake schedules for caffeine. I explain how caffeine powerfully reinforces the consumption of certain foods and drinks—thereby increasing how much we like their tastes and seek them out. I discuss the mechanisms by which caffeine increases focus, alertness and mood and reduces sleepiness. I also explain many practical tools for caffeine use, including delaying caffeine intake after waking, intermittent caffeine use, during fasting, before and during exercise, and the use of theanine to curb jitters caused by caffeine. I also discuss the positive effects of caffeine on overall health and longevity and address several myths about caffeine. Since caffeine is one of the most commonly used substances (more than 90% of adults use caffeine daily!), this episode provides actionable tips for adjusting caffeine consumption to positively impact performance and health, including sleep.",https://hubermanlab.com/using-caffeine-to-optimize-mental-and-physical-performance/,iw97uvIge7c,921,"['Caffeine', 'Optimize Mental & Physical Performance', 'Using Caffeine', 'Optimize Mental']","['this episode', 'I', 'caffeine', 'mental and physical health', 'performance', 'the optimal dosages', 'intake schedules', 'caffeine', 'I', 'caffeine', 'the consumption', 'certain foods', 'drinks', 'we', 'their tastes', 'them', 'I', 'the mechanisms', 'which', 'caffeine increases', 'sleepiness', 'I', 'many practical tools', 'caffeine use', 'caffeine intake', 'waking', 'intermittent caffeine use', 'exercise', 'the use', 'theanine', 'jitters', 'caffeine', 'I', 'the positive effects', 'caffeine', 'overall health', 'longevity', 'several myths', 'caffeine', 'caffeine', 'the most commonly used substances', 'more than 90%', 'adults', 'caffeine', 'this episode', 'actionable tips', 'caffeine consumption', 'performance', 'health', 'sleep', 'use caffeine', 'intake schedules', 'caffeine increases', 'reduces sleepiness', 'caffeine use', 'including delaying caffeine intake', 'caffeine use curb jitters', 'adjusting caffeine consumption', 'impact performance', 'including sleep']","639,894"
"Dr. Lex Fridman: Navigating Conflict, Finding Purpose & Maintaining Drive","My guest this episode is Lex Fridman, Ph.D., a Research Scientist at the Massachusetts Institute for Technology (MIT), an expert on artificial intelligence (AI) and robotics, and the host of the Lex Fridman Podcast. We discuss Lex’s recent trip to the heart of the Ukrainian-Russian War, geopolitics, perspectives on people living in war zones, the shared human experience, and how information is communicated and controlled. As an experienced podcaster and public educator, Dr. Fridman offers unique insights into the art of holding conversations that grow understanding, especially when they involve people with opposing viewpoints. We also discuss the peer-review process for scientific research publications and how social media and podcasts are evolving the way science and technology are communicated. We consider how to find and follow your life’s purpose, maintain ongoing motivation and implement support systems to build and sustain momentum. Our conversation also covers capitalism, masculinity, chess and cheating, Lex’s idea for an AI robotics start-up and a Q&A from audience questions solicited on social media. As one of the main inspirations for the Huberman Lab podcast, hosting Dr. Fridman for this special centennial episode was an honor and a pleasure!",https://hubermanlab.com/dr-lex-fridman-navigating-conflict-finding-purpose-and-maintaining-drive/,6I5I56uVvLw,1008,"['Conflict', 'Maintaining Drive', 'Navigating Conflict']","['My guest', 'this episode', 'Ph.D.', 'a Research Scientist', 'the Massachusetts Institute', 'Technology', 'MIT', 'an expert', 'artificial intelligence', 'AI', 'robotics', 'the host', 'We', 'Lex’s recent trip', 'the heart', 'the Ukrainian-Russian War', 'geopolitics', 'perspectives', 'people', 'war zones', 'the shared human experience', 'information', 'an experienced podcaster', 'public educator', 'unique insights', 'the art', 'conversations', 'that', 'understanding', 'they', 'people', 'opposing viewpoints', 'We', 'the peer-review process', 'scientific research publications', 'how social media', 'podcasts', 'the way', 'science', 'technology', 'We', 'your life’s purpose', 'ongoing motivation', 'support systems', 'momentum', 'Our conversation', 'capitalism', 'masculinity', 'chess', 'cheating', 'Lex’s idea', 'an AI robotics start-up', 'a Q&A', 'audience questions', 'social media', 'the main inspirations', 'the Huberman Lab podcast', 'this special centennial episode', 'an honor', 'a pleasure', 'Research Scientist', 'Massachusetts Institute', 'discuss Lex ’', 'war zones', 'holding conversations', 'involve people', 'opposing viewpoints', 'peer-review process', 'research publications', 'way science', 'life ’ s purpose', 'support systems', 'sustain momentum', 'covers capitalism', 'Lex ’ s idea', 'AI robotics', 'audience questions', 'Huberman Lab podcast']","967,393"
